0 	1
1 	1
2 	1
3 	1
4 	1
5 	1
6 	1
7 	1
8 	1
9 	1
10 	1
11 	1
12 	1
13 	1
14 	1
15 	1
16 	1
17 	1
18 	1
19 	1
20 	1
21 	1
22 	1
23 	1
24 	1
25 	1
26 	1
27 	1
28 	1
29 	1
30 	1
31 	1
32 	1
33 	1
34 	1
35 	1
36 	1
37 	1
38 	1
39 	1
40 	1
41 	1
42 	1
43 	1
44 	1
45 	1
46 	1
47 	1
48 	1
49 	1
50 	1
51 	1
52 	1
53 	1
54 	1
55 	1
56 	1
57 	1
58 	1
59 	1
60 	1
61 	3
62 	1
63 	1
64 	1
65 	2
66 	2
67 	3
68 	3
69 	3
70 	3
71 	2
72 	2
73 	2
74 	2
75 	2
76 	3
77 	3
78 	3
79 	3
80 	2
81 	2
82 	2
83 	2
84 	3
85 	3
86 	3
87 	3
88 	3
89 	2
90 	2
91 	2
92 	2
93 	2
94 	3
95 	3
96 	3
97 	3
98 	3
99 	2
100 	2
101 	2
102 	2
103 	2
104 	3
105 	3
106 	3
107 	3
108 	3
109 	2
110 	2
111 	2
112 	2
113 	2
114 	2
115 	3
116 	3
117 	3
118 	3
119 	3
120 	2
121 	2
122 	2
123 	2
124 	2
125 	2
126 	3
127 	3
128 	3
129 	3
130 	3
131 	2
132 	2
133 	2
134 	2
135 	2
136 	2
137 	3
138 	3
139 	3
140 	3
141 	3
142 	2
143 	2
144 	2
145 	2
146 	2
147 	3
148 	3
149 	3
150 	3
151 	3
152 	3
153 	2
154 	2
155 	2
156 	2
157 	2
158 	2
159 	3
160 	3
161 	3
162 	3
163 	3
164 	3
165 	2
166 	2
167 	2
168 	2
169 	2
170 	2
171 	3
172 	3
173 	3
174 	3
175 	3
176 	3
177 	2
178 	2
179 	2
180 	2
181 	2
182 	2
183 	3
184 	3
185 	3
186 	3
187 	3
188 	3
189 	3
190 	4
191 	4
192 	4
193 	4
194 	2
195 	2
196 	5
197 	5
198 	5
199 	5
200 	5
201 	5
202 	5
203 	4
204 	4
205 	4
206 	4
207 	4
208 	4
209 	5
210 	5
211 	5
212 	5
213 	5
214 	5
215 	5
216 	4
217 	4
218 	4
219 	4
220 	4
221 	4
222 	4
223 	5
224 	5
225 	5
226 	5
227 	5
228 	5
229 	5
230 	4
231 	4
232 	4
233 	4
234 	4
235 	4
236 	4
237 	5
238 	5
239 	5
240 	5
241 	5
242 	5
243 	5
244 	4
245 	4
246 	4
247 	4
248 	4
249 	4
250 	4
251 	5
252 	5
253 	5
254 	5
255 	5
256 	5
257 	5
258 	5
259 	4
260 	4
261 	4
262 	4
263 	4
264 	4
265 	4
266 	4
267 	5
268 	5
269 	5
270 	5
271 	5
272 	5
273 	5
274 	4
275 	4
276 	4
277 	4
278 	4
279 	4
280 	4
281 	4
282 	5
283 	5
284 	5
285 	5
286 	5
287 	5
288 	5
289 	4
290 	4
291 	4
292 	4
293 	4
294 	4
295 	4
296 	5
297 	5
298 	5
299 	5
300 	5
301 	5
302 	5
303 	5
304 	4
305 	4
306 	4
307 	4
308 	4
309 	4
310 	4
311 	4
312 	5
313 	5
314 	5
315 	5
316 	5
317 	5
318 	8
319 	8
320 	4
321 	4
322 	7
323 	6
324 	6
325 	6
326 	6
327 	6
328 	7
329 	7
330 	7
331 	8
332 	8
333 	8
334 	8
335 	8
336 	7
337 	7
338 	7
339 	6
340 	6
341 	6
342 	6
343 	6
344 	7
345 	7
346 	7
347 	8
348 	8
349 	8
350 	8
351 	8
352 	8
353 	7
354 	7
355 	7
356 	6
357 	6
358 	6
359 	6
360 	6
361 	7
362 	7
363 	7
364 	8
365 	8
366 	8
367 	8
368 	8
369 	8
370 	7
371 	7
372 	7
373 	6
374 	6
375 	6
376 	6
377 	6
378 	7
379 	7
380 	7
381 	8
382 	8
383 	8
384 	8
385 	8
386 	8
387 	7
388 	7
389 	7
390 	6
391 	6
392 	6
393 	6
394 	6
395 	7
396 	7
397 	7
398 	8
399 	8
400 	8
401 	8
402 	8
403 	8
404 	7
405 	7
406 	7
407 	6
408 	6
409 	6
410 	6
411 	6
412 	6
413 	7
414 	7
415 	7
416 	8
417 	8
418 	8
419 	8
420 	8
421 	8
422 	7
423 	7
424 	7
425 	6
426 	6
427 	6
428 	6
429 	6
430 	6
431 	7
432 	7
433 	7
434 	8
435 	8
436 	8
437 	8
438 	8
439 	8
440 	7
441 	7
442 	7
443 	6
444 	6
445 	6
446 	6
447 	6
448 	6
449 	7
450 	7
451 	7
452 	7
453 	8
454 	8
455 	8
456 	8
457 	8
458 	8
459 	7
460 	7
461 	7
462 	6
463 	6
464 	6
465 	6
466 	6
467 	6
468 	7
469 	7
470 	7
471 	7
472 	8
473 	8
474 	8
475 	8
476 	8
477 	8
478 	7
479 	7
480 	7
481 	6
482 	6
483 	6
484 	6
485 	6
486 	6
487 	7
488 	7
489 	7
490 	8
491 	8
492 	8
493 	8
494 	8
495 	8
496 	8
497 	7
498 	7
499 	7
500 	6
501 	6
502 	6
503 	6
504 	6
505 	6
506 	6
507 	10
508 	10
509 	7
510 	11
511 	11
512 	11
513 	11
514 	11
515 	8
516 	8
517 	10
518 	10
519 	10
520 	9
521 	9
522 	9
523 	9
524 	9
525 	6
526 	6
527 	10
528 	10
529 	10
530 	11
531 	11
532 	11
533 	11
534 	11
535 	11
536 	11
537 	10
538 	10
539 	10
540 	9
541 	9
542 	9
543 	9
544 	9
545 	9
546 	9
547 	10
548 	10
549 	10
550 	10
551 	11
552 	11
553 	11
554 	11
555 	11
556 	11
557 	11
558 	10
559 	10
560 	10
561 	9
562 	9
563 	9
564 	9
565 	9
566 	9
567 	9
568 	10
569 	10
570 	10
571 	10
572 	11
573 	11
574 	11
575 	11
576 	11
577 	11
578 	11
579 	10
580 	10
581 	10
582 	9
583 	9
584 	9
585 	9
586 	9
587 	9
588 	9
589 	10
590 	10
591 	10
592 	10
593 	11
594 	11
595 	11
596 	11
597 	11
598 	11
599 	11
600 	10
601 	10
602 	10
603 	9
604 	9
605 	9
606 	9
607 	9
608 	9
609 	9
610 	10
611 	10
612 	10
613 	10
614 	11
615 	11
616 	11
617 	11
618 	11
619 	11
620 	11
621 	10
622 	10
623 	10
624 	9
625 	9
626 	9
627 	9
628 	9
629 	9
630 	9
631 	9
632 	10
633 	10
634 	10
635 	10
636 	11
637 	11
638 	11
639 	11
640 	11
641 	11
642 	11
643 	10
644 	10
645 	10
646 	9
647 	9
648 	9
649 	9
650 	9
