mH_GeV  XS_pb         Err_Hi    Err_Lo Sca_Hi  Sca_Lo  Pdf_Hi  Pdf_Lo
90.0 	0.8597          3.9 	-4.0 	0.9 	-1.0 	3.0 	-3.0
95.0 	0.7348          4.6 	-4.7 	1.0 	-1.1 	3.6 	-3.6
100.0 	0.6313          4.5 	-4.6 	1.1 	-1.2 	3.4 	-3.4
105.0 	0.5449          5.0 	-5.3 	1.3 	-1.6 	3.7 	-3.7
110.0 	0.4721          5.3 	-5.3 	1.2 	-1.2 	4.1 	-4.1
110.5 	0.4655          5.3 	-5.3 	1.2 	-1.2 	4.1 	-4.1
111.0 	0.4589          5.3 	-5.3 	1.2 	-1.2 	4.1 	-4.1
111.5 	0.4525          5.4 	-5.3 	1.2 	-1.2 	4.1 	-4.1
112.0 	0.4462          5.4 	-5.3 	1.2 	-1.2 	4.1 	-4.1
112.5 	0.4400          5.4 	-5.4 	1.2 	-1.2 	4.2 	-4.2
113.0 	0.4340          5.4 	-5.4 	1.3 	-1.2 	4.2 	-4.2
113.5 	0.4280          5.4 	-5.4 	1.3 	-1.2 	4.2 	-4.2
114.0 	0.4221          5.5 	-5.4 	1.3 	-1.2 	4.2 	-4.2
114.5 	0.4164          5.5 	-5.4 	1.3 	-1.2 	4.2 	-4.2
115.0 	0.4107          5.5 	-5.4 	1.3 	-1.2 	4.2 	-4.2
115.5 	0.4052          5.5 	-5.3 	1.3 	-1.2 	4.1 	-4.1
116.0 	0.3998          5.4 	-5.3 	1.3 	-1.2 	4.1 	-4.1
116.5 	0.3945          5.3 	-5.2 	1.4 	-1.2 	4.0 	-4.0
117.0 	0.3893          5.3 	-5.1 	1.4 	-1.2 	3.9 	-3.9
117.5 	0.3842          5.2 	-5.1 	1.4 	-1.2 	3.8 	-3.8
118.0 	0.3791          5.2 	-5.0 	1.4 	-1.2 	3.8 	-3.8
118.5 	0.3742          5.2 	-4.9 	1.4 	-1.2 	3.7 	-3.7
119.0 	0.3693          5.1 	-4.8 	1.5 	-1.2 	3.6 	-3.6
119.5 	0.3645          5.1 	-4.8 	1.5 	-1.2 	3.6 	-3.6
120.0 	0.3598          5.0 	-4.7 	1.5 	-1.2 	3.5 	-3.5
120.5 	0.3551          5.0 	-4.7 	1.5 	-1.2 	3.5 	-3.5
121.0 	0.3505          5.0 	-4.8 	1.5 	-1.3 	3.5 	-3.5
121.5 	0.3459          5.0 	-4.8 	1.5 	-1.3 	3.5 	-3.5
122.0 	0.3414          5.0 	-4.9 	1.5 	-1.4 	3.5 	-3.5
122.5 	0.3370          4.9 	-4.9 	1.5 	-1.4 	3.5 	-3.5
123.0 	0.3326          4.9 	-4.9 	1.4 	-1.4 	3.5 	-3.5
123.5 	0.3283          4.9 	-5.0 	1.4 	-1.5 	3.5 	-3.5
124.0 	0.3241          4.9 	-5.0 	1.4 	-1.5 	3.5 	-3.5
124.5 	0.3199          4.9 	-5.1 	1.4 	-1.6 	3.5 	-3.5
125.0 	0.3158          4.9 	-5.1 	1.4 	-1.6 	3.5 	-3.5
125.5 	0.3117          4.9 	-5.1 	1.4 	-1.6 	3.5 	-3.5
126.0 	0.3077          5.0 	-5.1 	1.4 	-1.6 	3.5 	-3.5
126.5 	0.3038          5.0 	-5.1 	1.4 	-1.5 	3.6 	-3.6
127.0 	0.2999          5.0 	-5.1 	1.4 	-1.5 	3.6 	-3.6
127.5 	0.2961          5.1 	-5.1 	1.5 	-1.5 	3.6 	-3.6
128.0 	0.2923          5.1 	-5.1 	1.5 	-1.5 	3.6 	-3.6
128.5 	0.2886          5.1 	-5.1 	1.5 	-1.5 	3.6 	-3.6
129.0 	0.2849          5.1 	-5.1 	1.5 	-1.4 	3.7 	-3.7
129.5 	0.2813          5.2 	-5.1 	1.5 	-1.4 	3.7 	-3.7
130.0 	0.2778          5.2 	-5.1 	1.5 	-1.4 	3.7 	-3.7
130.5 	0.2743          5.2 	-5.1 	1.5 	-1.4 	3.7 	-3.7
131.0 	0.2709          5.2 	-5.1 	1.5 	-1.4 	3.7 	-3.7
131.5 	0.2675          5.2 	-5.1 	1.6 	-1.4 	3.7 	-3.7
132.0 	0.2642          5.2 	-5.1 	1.6 	-1.4 	3.7 	-3.7
132.5 	0.2609          5.2 	-5.1 	1.6 	-1.4 	3.7 	-3.7
133.0 	0.2577          5.3 	-5.0 	1.6 	-1.4 	3.6 	-3.6
133.5 	0.2545          5.3 	-5.0 	1.6 	-1.4 	3.6 	-3.6
134.0 	0.2514          5.3 	-5.0 	1.7 	-1.4 	3.6 	-3.6
134.5 	0.2483          5.3 	-5.0 	1.7 	-1.4 	3.6 	-3.6
135.0 	0.2453          5.3 	-5.0 	1.7 	-1.4 	3.6 	-3.6
135.5 	0.2423          5.3 	-5.0 	1.7 	-1.4 	3.6 	-3.6
136.0 	0.2393          5.3 	-5.1 	1.7 	-1.4 	3.6 	-3.6
136.5 	0.2364          5.3 	-5.1 	1.6 	-1.5 	3.6 	-3.6
137.0 	0.2336          5.3 	-5.1 	1.6 	-1.5 	3.6 	-3.6
137.5 	0.2307          5.2 	-5.2 	1.6 	-1.5 	3.7 	-3.7
138.0 	0.2279          5.2 	-5.2 	1.6 	-1.5 	3.7 	-3.7
138.5 	0.2252          5.2 	-5.2 	1.6 	-1.5 	3.7 	-3.7
139.0 	0.2225          5.2 	-5.2 	1.5 	-1.6 	3.7 	-3.7
139.5 	0.2198          5.2 	-5.3 	1.5 	-1.6 	3.7 	-3.7
140.0 	0.2172          5.2 	-5.3 	1.5 	-1.6 	3.7 	-3.7
141.0 	0.2121          5.3 	-5.4 	1.6 	-1.6 	3.8 	-3.8
142.0 	0.2071          5.4 	-5.5 	1.6 	-1.7 	3.8 	-3.8
143.0 	0.2023          5.6 	-5.6 	1.7 	-1.7 	3.9 	-3.9
144.0 	0.1976          5.7 	-5.7 	1.7 	-1.8 	3.9 	-3.9
145.0 	0.1930          5.8 	-5.8 	1.8 	-1.8 	4.0 	-4.0
146.0 	0.1884          5.7 	-5.7 	1.8 	-1.8 	3.9 	-3.9
147.0 	0.1840          5.6 	-5.6 	1.8 	-1.7 	3.8 	-3.8
148.0 	0.1796          5.6 	-5.4 	1.8 	-1.7 	3.8 	-3.8
149.0 	0.1754          5.5 	-5.3 	1.8 	-1.6 	3.7 	-3.7
150.0 	0.1713          5.4 	-5.2 	1.8 	-1.6 	3.6 	-3.6
151.0 	0.1674          5.5 	-5.2 	1.9 	-1.6 	3.6 	-3.6
152.0 	0.1636          5.5 	-5.2 	1.9 	-1.6 	3.6 	-3.6
153.0 	0.1599          5.6 	-5.2 	2.0 	-1.6 	3.6 	-3.6
154.0 	0.1562          5.6 	-5.2 	2.0 	-1.6 	3.6 	-3.6
155.0 	0.1525          5.7 	-5.2 	2.1 	-1.6 	3.6 	-3.6
156.0 	0.1484          5.8 	-5.3 	2.1 	-1.6 	3.7 	-3.7
157.0 	0.1444          5.8 	-5.4 	2.1 	-1.6 	3.8 	-3.8
158.0 	0.1405          5.9 	-5.5 	2.0 	-1.7 	3.8 	-3.8
159.0 	0.1368          5.9 	-5.6 	2.0 	-1.7 	3.9 	-3.9
160.0 	0.1334          6.0 	-5.7 	2.0 	-1.7 	4.0 	-4.0
162.0 	0.1289          6.1 	-5.7 	2.0 	-1.7 	4.0 	-4.0
164.0 	0.1252          6.2 	-5.8 	2.1 	-1.7 	4.1 	-4.1
166.0 	0.1208          6.2 	-5.9 	2.1 	-1.7 	4.1 	-4.1
168.0 	0.1157          6.3 	-6.0 	2.2 	-1.8 	4.2 	-4.2
170.0 	0.1106          6.4 	-6.1 	2.2 	-1.9 	4.2 	-4.2
172.0 	0.1060          6.3 	-6.1 	2.2 	-1.9 	4.2 	-4.2
174.0 	0.1016          6.2 	-6.0 	2.1 	-1.9 	4.1 	-4.1
176.0 	0.09732 	6.2 	-5.9 	2.1 	-1.9 	4.0 	-4.0
178.0 	0.09310 	6.1 	-5.8 	2.2 	-1.9 	3.9 	-3.9
180.0 	0.08917 	6.0 	-5.7 	2.2 	-1.9 	3.8 	-3.8
182.0 	0.08589 	6.0 	-5.7 	2.2 	-1.9 	3.8 	-3.8
184.0 	0.08286 	6.1 	-5.8 	2.3 	-2.0 	3.8 	-3.8
186.0 	0.07981 	6.1 	-5.8 	2.3 	-2.0 	3.8 	-3.8
188.0 	0.07668 	6.1 	-5.9 	2.2 	-2.1 	3.9 	-3.9
190.0 	0.07366 	6.1 	-6.0 	2.2 	-2.1 	3.9 	-3.9
192.0 	0.07089 	6.2 	-6.0 	2.2 	-2.0 	3.9 	-3.9
194.0 	0.06826 	6.3 	-5.9 	2.3 	-1.9 	4.0 	-4.0
196.0 	0.06573 	6.3 	-5.9 	2.3 	-1.9 	4.0 	-4.0
198.0 	0.06330 	6.4 	-6.0 	2.3 	-1.9 	4.1 	-4.1
200.0 	0.06096 	6.4 	-6.0 	2.3 	-1.9 	4.1 	-4.1
202.0 	0.05872 	6.4 	-6.0 	2.3 	-1.9 	4.1 	-4.1
204.0 	0.05658 	6.4 	-6.1 	2.2 	-1.9 	4.1 	-4.1
206.0 	0.05453 	6.3 	-6.1 	2.2 	-2.0 	4.2 	-4.2
208.0 	0.05256 	6.3 	-6.2 	2.1 	-2.0 	4.2 	-4.2
210.0 	0.05068 	6.3 	-6.2 	2.1 	-2.0 	4.2 	-4.2
