mH_GeV  H_llqq_em       H_llqq_emt      H_lvqq_em       H_lvqq_em       H_vvqq          H_4f
90.0 	3.95E-05 	5.92E-05 	3.06E-04 	1.19E-04 	1.06E-03 	2.40E-03
95.0 	6.27E-05 	9.41E-05 	6.92E-04 	1.89E-04 	2.34E-03 	5.22E-03
100.0 	1.05E-04 	1.58E-04 	1.62E-03 	3.17E-04 	5.39E-03 	1.20E-02
105.0 	2.00E-04 	3.00E-04 	3.56E-03 	6.01E-04 	1.18E-02 	2.61E-02
110.0 	4.08E-04 	6.11E-04 	7.05E-03 	1.22E-03 	2.36E-02 	5.20E-02
110.5 	4.38E-04 	6.57E-04 	7.51E-03 	1.31E-03 	2.52E-02 	5.54E-02
111.0 	4.70E-04 	7.05E-04 	7.99E-03 	1.41E-03 	2.69E-02 	5.91E-02
111.5 	5.04E-04 	7.57E-04 	8.50E-03 	1.51E-03 	2.86E-02 	6.28E-02
112.0 	5.41E-04 	8.12E-04 	9.02E-03 	1.62E-03 	3.04E-02 	6.68E-02
112.5 	5.80E-04 	8.70E-04 	9.57E-03 	1.74E-03 	3.23E-02 	7.09E-02
113.0 	6.21E-04 	9.32E-04 	1.01E-02 	1.86E-03 	3.43E-02 	7.53E-02
113.5 	6.65E-04 	9.98E-04 	1.07E-02 	1.99E-03 	3.63E-02 	7.98E-02
114.0 	7.12E-04 	1.07E-03 	1.14E-02 	2.13E-03 	3.85E-02 	8.45E-02
114.5 	7.61E-04 	1.14E-03 	1.20E-02 	2.28E-03 	4.07E-02 	8.95E-02
115.0 	8.12E-04 	1.22E-03 	1.27E-02 	2.44E-03 	4.31E-02 	9.46E-02
115.5 	8.67E-04 	1.30E-03 	1.34E-02 	2.60E-03 	4.55E-02 	9.99E-02
116.0 	9.24E-04 	1.39E-03 	1.41E-02 	2.77E-03 	4.81E-02 	1.05E-01
116.5 	9.85E-04 	1.48E-03 	1.49E-02 	2.95E-03 	5.07E-02 	1.11E-01
117.0 	1.05E-03 	1.57E-03 	1.56E-02 	3.14E-03 	5.34E-02 	1.17E-01
117.5 	1.11E-03 	1.67E-03 	1.64E-02 	3.34E-03 	5.63E-02 	1.23E-01
118.0 	1.18E-03 	1.78E-03 	1.73E-02 	3.55E-03 	5.92E-02 	1.30E-01
118.5 	1.26E-03 	1.89E-03 	1.81E-02 	3.77E-03 	6.22E-02 	1.36E-01
119.0 	1.33E-03 	2.00E-03 	1.90E-02 	3.99E-03 	6.53E-02 	1.43E-01
119.5 	1.41E-03 	2.12E-03 	1.99E-02 	4.23E-03 	6.85E-02 	1.50E-01
120.0 	1.49E-03 	2.24E-03 	2.09E-02 	4.47E-03 	7.19E-02 	1.57E-01
120.5 	1.58E-03 	2.37E-03 	2.18E-02 	4.73E-03 	7.53E-02 	1.65E-01
121.0 	1.67E-03 	2.50E-03 	2.28E-02 	4.99E-03 	7.88E-02 	1.73E-01
121.5 	1.76E-03 	2.64E-03 	2.38E-02 	5.27E-03 	8.24E-02 	1.81E-01
122.0 	1.85E-03 	2.78E-03 	2.49E-02 	5.55E-03 	8.61E-02 	1.89E-01
122.5 	1.95E-03 	2.93E-03 	2.59E-02 	5.84E-03 	9.00E-02 	1.97E-01
123.0 	2.05E-03 	3.08E-03 	2.70E-02 	6.14E-03 	9.39E-02 	2.05E-01
123.5 	2.16E-03 	3.23E-03 	2.82E-02 	6.45E-03 	9.78E-02 	2.14E-01
124.0 	2.26E-03 	3.40E-03 	2.93E-02 	6.77E-03 	1.02E-01 	2.23E-01
124.5 	2.37E-03 	3.56E-03 	3.05E-02 	7.10E-03 	1.06E-01 	2.32E-01
125.0 	2.49E-03 	3.73E-03 	3.17E-02 	7.44E-03 	1.10E-01 	2.41E-01
125.5 	2.60E-03 	3.90E-03 	3.29E-02 	7.78E-03 	1.15E-01 	2.51E-01
126.0 	2.72E-03 	4.08E-03 	3.41E-02 	8.14E-03 	1.19E-01 	2.61E-01
126.5 	2.84E-03 	4.26E-03 	3.53E-02 	8.50E-03 	1.24E-01 	2.70E-01
127.0 	2.96E-03 	4.45E-03 	3.66E-02 	8.87E-03 	1.28E-01 	2.80E-01
127.5 	3.09E-03 	4.63E-03 	3.79E-02 	9.24E-03 	1.33E-01 	2.91E-01
128.0 	3.22E-03 	4.83E-03 	3.92E-02 	9.62E-03 	1.38E-01 	3.01E-01
128.5 	3.35E-03 	5.02E-03 	4.06E-02 	1.00E-02 	1.42E-01 	3.11E-01
129.0 	3.48E-03 	5.22E-03 	4.19E-02 	1.04E-02 	1.47E-01 	3.22E-01
129.5 	3.61E-03 	5.42E-03 	4.32E-02 	1.08E-02 	1.52E-01 	3.33E-01
130.0 	3.75E-03 	5.62E-03 	4.46E-02 	1.12E-02 	1.57E-01 	3.43E-01
130.5 	3.88E-03 	5.83E-03 	4.60E-02 	1.16E-02 	1.62E-01 	3.54E-01
131.0 	4.02E-03 	6.04E-03 	4.74E-02 	1.20E-02 	1.67E-01 	3.65E-01
131.5 	4.16E-03 	6.24E-03 	4.88E-02 	1.24E-02 	1.72E-01 	3.76E-01
132.0 	4.30E-03 	6.45E-03 	5.02E-02 	1.29E-02 	1.77E-01 	3.88E-01
132.5 	4.44E-03 	6.66E-03 	5.17E-02 	1.33E-02 	1.83E-01 	3.99E-01
133.0 	4.58E-03 	6.88E-03 	5.31E-02 	1.37E-02 	1.88E-01 	4.10E-01
133.5 	4.72E-03 	7.09E-03 	5.46E-02 	1.41E-02 	1.93E-01 	4.21E-01
134.0 	4.87E-03 	7.30E-03 	5.60E-02 	1.45E-02 	1.98E-01 	4.33E-01
134.5 	5.00E-03 	7.51E-03 	5.75E-02 	1.50E-02 	2.03E-01 	4.44E-01
135.0 	5.15E-03 	7.72E-03 	5.89E-02 	1.54E-02 	2.09E-01 	4.56E-01
135.5 	5.28E-03 	7.93E-03 	6.04E-02 	1.58E-02 	2.14E-01 	4.67E-01
136.0 	5.42E-03 	8.13E-03 	6.19E-02 	1.62E-02 	2.19E-01 	4.79E-01
136.5 	5.56E-03 	8.34E-03 	6.34E-02 	1.66E-02 	2.25E-01 	4.90E-01
137.0 	5.70E-03 	8.54E-03 	6.48E-02 	1.70E-02 	2.30E-01 	5.02E-01
137.5 	5.83E-03 	8.74E-03 	6.63E-02 	1.74E-02 	2.35E-01 	5.13E-01
138.0 	5.96E-03 	8.94E-03 	6.78E-02 	1.78E-02 	2.40E-01 	5.25E-01
138.5 	6.09E-03 	9.14E-03 	6.93E-02 	1.82E-02 	2.46E-01 	5.36E-01
139.0 	6.22E-03 	9.33E-03 	7.08E-02 	1.86E-02 	2.51E-01 	5.48E-01
139.5 	6.34E-03 	9.51E-03 	7.22E-02 	1.89E-02 	2.56E-01 	5.59E-01
140.0 	6.46E-03 	9.69E-03 	7.37E-02 	1.93E-02 	2.61E-01 	5.71E-01
141.0 	6.69E-03 	1.00E-02 	7.66E-02 	2.00E-02 	2.72E-01 	5.93E-01
142.0 	6.91E-03 	1.04E-02 	7.95E-02 	2.06E-02 	2.82E-01 	6.15E-01
143.0 	7.11E-03 	1.07E-02 	8.24E-02 	2.12E-02 	2.92E-01 	6.37E-01
144.0 	7.29E-03 	1.09E-02 	8.53E-02 	2.17E-02 	3.02E-01 	6.59E-01
145.0 	7.44E-03 	1.12E-02 	8.82E-02 	2.22E-02 	3.11E-01 	6.80E-01
146.0 	7.57E-03 	1.14E-02 	9.10E-02 	2.26E-02 	3.21E-01 	7.00E-01
147.0 	7.67E-03 	1.15E-02 	9.38E-02 	2.29E-02 	3.30E-01 	7.21E-01
148.0 	7.73E-03 	1.16E-02 	9.66E-02 	2.31E-02 	3.39E-01 	7.40E-01
149.0 	7.76E-03 	1.16E-02 	9.94E-02 	2.31E-02 	3.48E-01 	7.60E-01
150.0 	7.75E-03 	1.16E-02 	1.02E-01 	2.31E-02 	3.56E-01 	7.79E-01
151.0 	7.69E-03 	1.15E-02 	1.05E-01 	2.29E-02 	3.65E-01 	7.97E-01
152.0 	7.59E-03 	1.14E-02 	1.08E-01 	2.26E-02 	3.73E-01 	8.16E-01
153.0 	7.42E-03 	1.11E-02 	1.11E-01 	2.21E-02 	3.81E-01 	8.33E-01
154.0 	7.19E-03 	1.08E-02 	1.14E-01 	2.15E-02 	3.89E-01 	8.51E-01
155.0 	6.89E-03 	1.03E-02 	1.17E-01 	2.05E-02 	3.97E-01 	8.68E-01
156.0 	6.50E-03 	9.74E-03 	1.20E-01 	1.94E-02 	4.04E-01 	8.85E-01
157.0 	6.01E-03 	9.01E-03 	1.23E-01 	1.79E-02 	4.12E-01 	9.01E-01
158.0 	5.40E-03 	8.10E-03 	1.26E-01 	1.61E-02 	4.19E-01 	9.18E-01
159.0 	4.68E-03 	7.02E-03 	1.30E-01 	1.40E-02 	4.26E-01 	9.34E-01
160.0 	3.89E-03 	5.83E-03 	1.33E-01 	1.16E-02 	4.32E-01 	9.49E-01
162.0 	2.64E-03 	3.96E-03 	1.38E-01 	7.88E-03 	4.42E-01 	9.70E-01
164.0 	2.17E-03 	3.25E-03 	1.40E-01 	6.47E-03 	4.46E-01 	9.80E-01
166.0 	2.05E-03 	3.07E-03 	1.41E-01 	6.11E-03 	4.48E-01 	9.84E-01
168.0 	2.08E-03 	3.12E-03 	1.41E-01 	6.21E-03 	4.49E-01 	9.86E-01
170.0 	2.21E-03 	3.32E-03 	1.41E-01 	6.61E-03 	4.50E-01 	9.88E-01
172.0 	2.44E-03 	3.67E-03 	1.41E-01 	7.30E-03 	4.50E-01 	9.89E-01
174.0 	2.79E-03 	4.19E-03 	1.41E-01 	8.34E-03 	4.51E-01 	9.90E-01
176.0 	3.32E-03 	4.98E-03 	1.40E-01 	9.92E-03 	4.51E-01 	9.91E-01
178.0 	4.16E-03 	6.24E-03 	1.39E-01 	1.24E-02 	4.52E-01 	9.91E-01
180.0 	5.65E-03 	8.47E-03 	1.37E-01 	1.69E-02 	4.53E-01 	9.92E-01
182.0 	8.45E-03 	1.27E-02 	1.32E-01 	2.52E-02 	4.54E-01 	9.93E-01
184.0 	1.23E-02 	1.85E-02 	1.26E-01 	3.69E-02 	4.56E-01 	9.93E-01
186.0 	1.56E-02 	2.34E-02 	1.21E-01 	4.66E-02 	4.57E-01 	9.94E-01
188.0 	1.79E-02 	2.69E-02 	1.18E-01 	5.36E-02 	4.58E-01 	9.94E-01
190.0 	1.97E-02 	2.95E-02 	1.15E-01 	5.87E-02 	4.59E-01 	9.95E-01
192.0 	2.09E-02 	3.14E-02 	1.13E-01 	6.26E-02 	4.60E-01 	9.95E-01
194.0 	2.20E-02 	3.29E-02 	1.12E-01 	6.56E-02 	4.60E-01 	9.95E-01
196.0 	2.28E-02 	3.42E-02 	1.10E-01 	6.80E-02 	4.61E-01 	9.96E-01
198.0 	2.34E-02 	3.51E-02 	1.09E-01 	7.00E-02 	4.61E-01 	9.96E-01
200.0 	2.40E-02 	3.60E-02 	1.08E-01 	7.16E-02 	4.61E-01 	9.96E-01
202.0 	2.44E-02 	3.67E-02 	1.08E-01 	7.30E-02 	4.61E-01 	9.96E-01
204.0 	2.48E-02 	3.72E-02 	1.07E-01 	7.42E-02 	4.62E-01 	9.96E-01
206.0 	2.52E-02 	3.77E-02 	1.07E-01 	7.52E-02 	4.62E-01 	9.96E-01
208.0 	2.55E-02 	3.82E-02 	1.06E-01 	7.61E-02 	4.62E-01 	9.97E-01
210.0 	2.57E-02 	3.86E-02 	1.06E-01 	7.68E-02 	4.62E-01 	9.97E-01
212.0 	2.59E-02 	3.89E-02 	1.06E-01 	7.75E-02 	4.62E-01 	9.97E-01
214.0 	2.61E-02 	3.92E-02 	1.05E-01 	7.81E-02 	4.62E-01 	9.97E-01
216.0 	2.63E-02 	3.95E-02 	1.05E-01 	7.86E-02 	4.63E-01 	9.97E-01
218.0 	2.65E-02 	3.97E-02 	1.05E-01 	7.91E-02 	4.63E-01 	9.97E-01
220.0 	2.66E-02 	3.99E-02 	1.05E-01 	7.95E-02 	4.63E-01 	9.97E-01
222.0 	2.67E-02 	4.01E-02 	1.04E-01 	7.99E-02 	4.63E-01 	9.97E-01
224.0 	2.69E-02 	4.03E-02 	1.04E-01 	8.02E-02 	4.63E-01 	9.97E-01
226.0 	2.70E-02 	4.05E-02 	1.04E-01 	8.06E-02 	4.63E-01 	9.97E-01
228.0 	2.71E-02 	4.06E-02 	1.04E-01 	8.09E-02 	4.63E-01 	9.98E-01
230.0 	2.72E-02 	4.07E-02 	1.04E-01 	8.12E-02 	4.63E-01 	9.98E-01
232.0 	2.73E-02 	4.09E-02 	1.04E-01 	8.14E-02 	4.63E-01 	9.98E-01
234.0 	2.73E-02 	4.10E-02 	1.03E-01 	8.17E-02 	4.63E-01 	9.98E-01
236.0 	2.74E-02 	4.11E-02 	1.03E-01 	8.19E-02 	4.63E-01 	9.98E-01
238.0 	2.75E-02 	4.12E-02 	1.03E-01 	8.21E-02 	4.63E-01 	9.98E-01
240.0 	2.76E-02 	4.13E-02 	1.03E-01 	8.23E-02 	4.63E-01 	9.98E-01
242.0 	2.76E-02 	4.14E-02 	1.03E-01 	8.25E-02 	4.64E-01 	9.98E-01
244.0 	2.77E-02 	4.15E-02 	1.03E-01 	8.27E-02 	4.64E-01 	9.98E-01
246.0 	2.77E-02 	4.16E-02 	1.03E-01 	8.29E-02 	4.64E-01 	9.98E-01
248.0 	2.78E-02 	4.17E-02 	1.03E-01 	8.30E-02 	4.64E-01 	9.98E-01
250.0 	2.78E-02 	4.18E-02 	1.03E-01 	8.32E-02 	4.64E-01 	9.98E-01
252.0 	2.79E-02 	4.18E-02 	1.03E-01 	8.34E-02 	4.64E-01 	9.98E-01
254.0 	2.79E-02 	4.19E-02 	1.03E-01 	8.35E-02 	4.64E-01 	9.98E-01
256.0 	2.80E-02 	4.20E-02 	1.02E-01 	8.37E-02 	4.64E-01 	9.98E-01
258.0 	2.80E-02 	4.21E-02 	1.02E-01 	8.38E-02 	4.64E-01 	9.98E-01
260.0 	2.81E-02 	4.21E-02 	1.02E-01 	8.39E-02 	4.64E-01 	9.98E-01
262.0 	2.81E-02 	4.22E-02 	1.02E-01 	8.41E-02 	4.64E-01 	9.98E-01
264.0 	2.82E-02 	4.23E-02 	1.02E-01 	8.42E-02 	4.64E-01 	9.98E-01
266.0 	2.82E-02 	4.23E-02 	1.02E-01 	8.43E-02 	4.64E-01 	9.98E-01
268.0 	2.83E-02 	4.24E-02 	1.02E-01 	8.44E-02 	4.64E-01 	9.98E-01
270.0 	2.83E-02 	4.24E-02 	1.02E-01 	8.45E-02 	4.64E-01 	9.98E-01
272.0 	2.83E-02 	4.25E-02 	1.02E-01 	8.47E-02 	4.64E-01 	9.98E-01
274.0 	2.84E-02 	4.26E-02 	1.02E-01 	8.48E-02 	4.64E-01 	9.98E-01
276.0 	2.84E-02 	4.26E-02 	1.02E-01 	8.49E-02 	4.64E-01 	9.98E-01
278.0 	2.84E-02 	4.27E-02 	1.02E-01 	8.50E-02 	4.64E-01 	9.98E-01
280.0 	2.85E-02 	4.27E-02 	1.02E-01 	8.51E-02 	4.64E-01 	9.98E-01
282.0 	2.85E-02 	4.28E-02 	1.02E-01 	8.52E-02 	4.64E-01 	9.98E-01
284.0 	2.85E-02 	4.28E-02 	1.02E-01 	8.53E-02 	4.64E-01 	9.98E-01
286.0 	2.86E-02 	4.29E-02 	1.02E-01 	8.54E-02 	4.64E-01 	9.98E-01
288.0 	2.86E-02 	4.29E-02 	1.02E-01 	8.55E-02 	4.64E-01 	9.98E-01
290.0 	2.86E-02 	4.30E-02 	1.02E-01 	8.56E-02 	4.64E-01 	9.98E-01
295.0 	2.87E-02 	4.31E-02 	1.01E-01 	8.58E-02 	4.64E-01 	9.99E-01
300.0 	2.88E-02 	4.32E-02 	1.01E-01 	8.60E-02 	4.64E-01 	9.99E-01
305.0 	2.88E-02 	4.33E-02 	1.01E-01 	8.62E-02 	4.64E-01 	9.99E-01
310.0 	2.89E-02 	4.34E-02 	1.01E-01 	8.64E-02 	4.64E-01 	9.99E-01
315.0 	2.90E-02 	4.34E-02 	1.01E-01 	8.66E-02 	4.64E-01 	9.99E-01
320.0 	2.90E-02 	4.35E-02 	1.01E-01 	8.67E-02 	4.64E-01 	9.98E-01
325.0 	2.91E-02 	4.36E-02 	1.01E-01 	8.69E-02 	4.64E-01 	9.98E-01
330.0 	2.91E-02 	4.37E-02 	1.01E-01 	8.70E-02 	4.64E-01 	9.98E-01
335.0 	2.91E-02 	4.37E-02 	1.01E-01 	8.71E-02 	4.64E-01 	9.98E-01
340.0 	2.92E-02 	4.37E-02 	1.01E-01 	8.72E-02 	4.64E-01 	9.98E-01
345.0 	2.91E-02 	4.37E-02 	1.00E-01 	8.71E-02 	4.63E-01 	9.95E-01
350.0 	2.88E-02 	4.32E-02 	9.90E-02 	8.61E-02 	4.57E-01 	9.83E-01
360.0 	2.78E-02 	4.17E-02 	9.53E-02 	8.31E-02 	4.41E-01 	9.47E-01
370.0 	2.69E-02 	4.04E-02 	9.20E-02 	8.05E-02 	4.26E-01 	9.15E-01
380.0 	2.62E-02 	3.93E-02 	8.92E-02 	7.83E-02 	4.13E-01 	8.89E-01
390.0 	2.57E-02 	3.85E-02 	8.70E-02 	7.66E-02 	4.03E-01 	8.67E-01
