(1, 41, -1) 0
(1, 42, -1) 0
(1, 43, -1) 0
(1, 44, -1) 0
(1, 45, -1) 0
(1, 46, -1) 0
(1, 47, -1) 0
(1, 48, -1) 0
(1, 49, -1) 0
(1, 50, -1) 0
(1, 51, -1) 0
(1, 52, -1) 0
(1, 53, -1) 0
(1, 54, -1) 0
(1, 55, -1) 0
(1, 56, -1) 0
(1, 57, -1) 0
(1, 58, -1) 0
(1, 59, -1) 0
(1, 60, -1) 0
(2, 41, -1) 0
(2, 42, -1) 0
(2, 43, -1) 0
(2, 44, -1) 1
(2, 45, -1) 1
(2, 46, -1) 1
(2, 47, -1) 1
(2, 48, -1) 1
(2, 49, -1) 1
(2, 50, -1) 1
(2, 51, -1) 1
(2, 52, -1) 1
(2, 53, -1) 1
(2, 54, -1) 1
(2, 55, -1) 1
(2, 56, -1) 1
(2, 57, -1) 1
(2, 58, -1) 0
(2, 59, -1) 0
(2, 60, -1) 0
(3, 41, -1) 1
(3, 42, -1) 1
(3, 43, -1) 1
(3, 44, -1) 2
(3, 45, -1) 2
(3, 46, -1) 2
(3, 47, -1) 2
(3, 48, -1) 2
(3, 49, -1) 2
(3, 50, -1) 2
(3, 51, -1) 2
(3, 52, -1) 2
(3, 53, -1) 2
(3, 54, -1) 2
(3, 55, -1) 2
(3, 56, -1) 2
(3, 57, -1) 2
(3, 58, -1) 1
(3, 59, -1) 1
(3, 60, -1) 1
(4, 36, -1) 1
(4, 37, -1) 1
(4, 38, -1) 2
(4, 39, -1) 2
(4, 40, -1) 2
(4, 41, -1) 2
(4, 42, -1) 2
(4, 43, -1) 2
(4, 44, -1) 3
(4, 45, -1) 3
(4, 46, -1) 3
(4, 47, -1) 3
(4, 48, -1) 3
(4, 49, -1) 3
(4, 50, -1) 3
(4, 51, -1) 3
(4, 52, -1) 3
(4, 53, -1) 3
(4, 54, -1) 3
(4, 55, -1) 3
(4, 56, -1) 3
(4, 57, -1) 3
(4, 58, -1) 2
(4, 59, -1) 2
(4, 60, -1) 2
(4, 61, -1) 2
(4, 62, -1) 2
(4, 63, -1) 2
(4, 64, -1) 1
(4, 65, -1) 1
(5, 36, -1) 2
(5, 37, -1) 2
(5, 38, -1) 2
(5, 39, -1) 3
(5, 40, -1) 3
(5, 41, -1) 3
(5, 42, -1) 3
(5, 43, -1) 3
(5, 44, -1) 4
(5, 45, -1) 4
(5, 46, -1) 4
(5, 47, -1) 4
(5, 48, -1) 4
(5, 49, -1) 4
(5, 50, -1) 4
(5, 51, -1) 4
(5, 52, -1) 4
(5, 53, -1) 4
(5, 54, -1) 4
(5, 55, -1) 4
(5, 56, -1) 4
(5, 57, -1) 4
(5, 58, -1) 3
(5, 59, -1) 3
(5, 60, -1) 3
(5, 61, -1) 3
(5, 62, -1) 3
(5, 63, -1) 2
(5, 64, -1) 2
(5, 65, -1) 2
(6, 26, -1) 0
(6, 27, -1) 0
(6, 28, -1) 0
(6, 29, -1) 0
(6, 30, -1) 1
(6, 31, -1) 1
(6, 32, -1) 1
(6, 33, -1) 2
(6, 34, -1) 2
(6, 35, -1) 3
(6, 36, -1) 3
(6, 37, -1) 3
(6, 38, -1) 3
(6, 39, -1) 4
(6, 40, -1) 4
(6, 41, -1) 4
(6, 42, -1) 4
(6, 43, -1) 4
(6, 44, -1) 5
(6, 45, -1) 5
(6, 46, -1) 5
(6, 47, -1) 5
(6, 48, -1) 5
(6, 49, -1) 5
(6, 50, -1) 5
(6, 51, -1) 5
(6, 52, -1) 5
(6, 53, -1) 5
(6, 54, -1) 5
(6, 55, -1) 5
(6, 56, -1) 5
(6, 57, -1) 5
(6, 58, -1) 4
(6, 59, -1) 4
(6, 60, -1) 4
(6, 61, -1) 4
(6, 62, -1) 4
(6, 63, -1) 3
(6, 64, -1) 3
(6, 65, -1) 3
(6, 66, -1) 3
(6, 67, -1) 2
(6, 68, -1) 2
(6, 69, -1) 1
(6, 70, -1) 1
(6, 71, -1) 1
(6, 72, -1) 0
(6, 73, -1) 0
(6, 74, -1) 0
(6, 75, -1) 0
(7, 26, -1) 0
(7, 27, -1) 0
(7, 28, -1) 1
(7, 29, -1) 1
(7, 30, -1) 2
(7, 31, -1) 2
(7, 32, -1) 2
(7, 33, -1) 3
(7, 34, -1) 3
(7, 35, -1) 3
(7, 36, -1) 4
(7, 37, -1) 4
(7, 38, -1) 4
(7, 39, -1) 5
(7, 40, -1) 5
(7, 41, -1) 5
(7, 42, -1) 5
(7, 43, -1) 5
(7, 44, -1) 6
(7, 45, -1) 6
(7, 46, -1) 6
(7, 47, -1) 6
(7, 48, -1) 6
(7, 49, -1) 6
(7, 50, -1) 6
(7, 51, -1) 6
(7, 52, -1) 6
(7, 53, -1) 6
(7, 54, -1) 6
(7, 55, -1) 6
(7, 56, -1) 6
(7, 57, -1) 6
(7, 58, -1) 5
(7, 59, -1) 5
(7, 60, -1) 5
(7, 61, -1) 5
(7, 62, -1) 5
(7, 63, -1) 4
(7, 64, -1) 4
(7, 65, -1) 4
(7, 66, -1) 3
(7, 67, -1) 3
(7, 68, -1) 3
(7, 69, -1) 2
