mH_GeV  XS_pb         Err_Hi     Err_Lo Sca_Hi  Sca_Lo  Pdf_Hi  Pdf_Lo
90.0	29.51	+16.0	-15.4	+8.2	-8.7	+7.8	-6.7
95.0	26.51	+15.8	-15.3	+8.0	-8.6	+7.8	-6.7
100.0	24.00	+15.5	-15.2	+7.8	-8.4	+7.7	-6.8
105.0	21.77	+15.4	-15.2	+7.7	-8.3	+7.7	-6.9
110.0	19.84	+15.2	-15.0	+7.5	-8.1	+7.7	-6.9
110.5	19.66	+15.2	-15.0	+7.5	-8.1	+7.7	-6.9
111.0	19.48	+15.2	-15.0	+7.5	-8.1	+7.7	-6.9
111.5	19.31	+15.2	-15.0	+7.5	-8.1	+7.7	-6.9
112.0	19.13	+15.2	-15.0	+7.5	-8.1	+7.7	-6.9
112.5	18.96	+15.1	-15.0	+7.4	-8.0	+7.7	-6.9
113.0	18.79	+15.1	-15.0	+7.4	-8.0	+7.7	-7.0
113.5	18.63	+15.1	-15.0	+7.4	-8.0	+7.7	-7.0
114.0	18.46	+15.1	-15.0	+7.4	-8.0	+7.7	-7.0
114.5	18.30	+15.1	-15.0	+7.4	-8.0	+7.7	-7.0
115.0	18.14	+15.1	-15.0	+7.4	-8.0	+7.7	-7.0
115.5	17.98	+15.1	-15.0	+7.4	-8.0	+7.7	-7.0
116.0	17.83	+15.1	-15.0	+7.4	-8.0	+7.7	-7.0
116.5	17.67	+15.0	-15.0	+7.4	-8.0	+7.7	-7.0
117.0	17.52	+15.0	-15.0	+7.3	-8.0	+7.7	-7.0
117.5	17.37	+15.0	-15.0	+7.3	-8.0	+7.7	-7.0
118.0	17.22	+14.9	-15.0	+7.3	-7.9	+7.7	-7.0
118.5	17.08	+14.9	-14.9	+7.3	-7.9	+7.6	-7.0
119.0	16.93	+14.9	-14.9	+7.3	-7.9	+7.6	-7.0
119.5	16.79	+14.8	-14.9	+7.2	-7.9	+7.6	-7.0
120.0	16.65	+14.8	-14.9	+7.2	-7.9	+7.6	-7.0
120.5	16.51	+14.8	-14.9	+7.2	-7.9	+7.6	-7.0
121.0	16.37	+14.8	-14.9	+7.2	-7.9	+7.6	-7.0
121.5	16.23	+14.8	-14.9	+7.2	-7.9	+7.6	-7.0
122.0	16.10	+14.7	-14.9	+7.2	-7.9	+7.6	-7.0
122.5	15.97	+14.7	-14.9	+7.1	-7.9	+7.6	-7.0
123.0	15.84	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
123.5	15.71	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
124.0	15.58	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
124.5	15.45	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
125.0	15.32	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
125.5	15.20	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
126.0	15.08	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
126.5	14.96	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
127.0	14.85	+14.7	-14.9	+7.1	-7.8	+7.6	-7.1
127.5	14.73	+14.7	-14.9	+7.1	-7.8	+7.6	-7.2
128.0	14.62	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
128.5	14.50	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
129.0	14.38	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
129.5	14.27	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
130.0	14.16	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
130.5	14.05	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
131.0	13.94	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
131.5	13.83	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
132.0	13.72	+14.6	-14.9	+7.0	-7.7	+7.6	-7.2
132.5	13.62	+14.6	-14.9	+7.0	-7.7	+7.6	-7.3
133.0	13.51	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
133.5	13.41	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
134.0	13.31	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
134.5	13.21	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
135.0	13.11	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
135.5	13.01	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
136.0	12.91	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
136.5	12.81	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
137.0	12.72	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
137.5	12.62	+14.5	-14.9	+6.9	-7.6	+7.6	-7.3
138.0	12.53	+14.4	-14.9	+6.8	-7.5	+7.6	-7.3
138.5	12.44	+14.4	-14.8	+6.8	-7.5	+7.6	-7.3
139.0	12.35	+14.4	-14.8	+6.8	-7.5	+7.6	-7.3
139.5	12.26	+14.4	-14.8	+6.8	-7.5	+7.6	-7.3
140.0	12.18	+14.4	-14.8	+6.8	-7.5	+7.6	-7.3
141.0	12.00	+14.4	-14.8	+6.8	-7.5	+7.6	-7.3
142.0	11.82	+14.4	-14.8	+6.8	-7.5	+7.6	-7.3
143.0	11.65	+14.3	-14.8	+6.7	-7.5	+7.6	-7.4
144.0	11.49	+14.3	-14.9	+6.7	-7.5	+7.6	-7.4
145.0	11.33	+14.3	-14.9	+6.7	-7.5	+7.6	-7.4
146.0	11.18	+14.3	-14.9	+6.7	-7.5	+7.6	-7.4
147.0	11.02	+14.3	-14.9	+6.7	-7.5	+7.6	-7.4
148.0	10.87	+14.2	-14.9	+6.6	-7.5	+7.6	-7.5
149.0	10.72	+14.2	-14.9	+6.6	-7.4	+7.6	-7.5
150.0	10.58	+14.2	-14.9	+6.6	-7.4	+7.6	-7.5
151.0	10.43	+14.2	-14.9	+6.6	-7.4	+7.6	-7.5
152.0	10.29	+14.1	-14.9	+6.6	-7.4	+7.6	-7.5
153.0	10.16	+14.1	-14.9	+6.5	-7.3	+7.6	-7.5
154.0	10.02	+14.1	-14.8	+6.5	-7.3	+7.5	-7.5
155.0	9.886	+14.0	-14.8	+6.5	-7.3	+7.5	-7.5
156.0	9.754	+14.0	-14.8	+6.5	-7.3	+7.5	-7.5
157.0	9.624	+14.0	-14.8	+6.5	-7.3	+7.5	-7.5
158.0	9.487	+13.9	-14.8	+6.4	-7.2	+7.5	-7.6
159.0	9.349	+13.9	-14.8	+6.4	-7.2	+7.5	-7.6
160.0	9.202	+13.9	-14.8	+6.4	-7.2	+7.5	-7.6
162.0	8.830	+13.9	-14.8	+6.4	-7.2	+7.5	-7.6
164.0	8.519	+13.9	-14.9	+6.4	-7.2	+7.5	-7.7
165.0	8.378	+13.9	-14.9	+6.4	-7.2	+7.5	-7.7
166.0	8.246	+13.9	-14.9	+6.4	-7.2	+7.5	-7.7
168.0	8.009	+13.9	-14.9	+6.4	-7.2	+7.5	-7.8
170.0	7.786	+13.8	-14.9	+6.3	-7.1	+7.5	-7.8
172.0	7.578	+13.8	-14.9	+6.3	-7.1	+7.5	-7.8
174.0	7.389	+13.7	-14.8	+6.2	-7.0	+7.5	-7.8
175.0	7.299	+13.7	-14.8	+6.2	-7.0	+7.5	-7.8
176.0	7.212	+13.7	-14.8	+6.2	-7.0	+7.5	-7.8
178.0	7.041	+13.7	-14.8	+6.2	-7.0	+7.5	-7.8
180.0	6.869	+13.7	-14.8	+6.2	-7.0	+7.5	-7.8
182.0	6.696	+13.7	-14.8	+6.2	-7.0	+7.5	-7.8
184.0	6.522	+13.6	-14.7	+6.1	-6.9	+7.5	-7.8
185.0	6.435	+13.6	-14.7	+6.1	-6.9	+7.5	-7.8
186.0	6.349	+13.6	-14.7	+6.1	-6.9	+7.5	-7.8
188.0	6.179	+13.6	-14.7	+6.1	-6.9	+7.5	-7.8
190.0	6.017	+13.6	-14.7	+6.1	-6.9	+7.5	-7.8
192.0	5.865	+13.6	-14.7	+6.1	-6.9	+7.5	-7.8
194.0	5.725	+13.6	-14.6	+6.1	-6.8	+7.5	-7.8
195.0	5.660	+13.6	-14.6	+6.1	-6.8	+7.5	-7.8
196.0	5.598	+13.6	-14.6	+6.1	-6.8	+7.5	-7.8
198.0	5.483	+13.6	-14.6	+6.1	-6.8	+7.6	-7.8
200.0	5.377	+13.6	-14.6	+6.0	-6.8	+7.6	-7.8
202.0	5.277	+13.6	-14.6	+6.0	-6.8	+7.6	-7.8
204.0	5.188	+13.6	-14.6	+6.0	-6.8	+7.6	-7.8
206.0	5.106	+13.6	-14.6	+6.0	-6.8	+7.6	-7.8
208.0	5.009	+13.5	-14.6	+6.0	-6.7	+7.6	-7.9
210.0	4.922	+13.5	-14.6	+6.0	-6.7	+7.5	-7.9
212.0	4.833	+13.6	-14.6	+6.1	-6.7	+7.5	-7.9
214.0	4.758	+13.7	-14.6	+6.1	-6.7	+7.5	-7.9
216.0	4.695	+13.8	-14.6	+6.2	-6.6	+7.5	-7.9
218.0	4.608	+13.9	-14.5	+6.4	-6.6	+7.6	-7.9
220.0	4.528	+14.1	-14.5	+6.5	-6.6	+7.6	-7.9
222.0	4.449	+14.1	-14.5	+6.5	-6.6	+7.6	-7.9
224.0	4.381	+14.0	-14.5	+6.4	-6.6	+7.6	-7.9
226.0	4.321	+13.9	-14.5	+6.3	-6.5	+7.7	-8.0
228.0	4.245	+13.8	-14.5	+6.1	-6.5	+7.7	-8.0
230.0	4.177	+13.6	-14.5	+5.9	-6.5	+7.7	-8.0
232.0	4.114	+13.6	-14.5	+5.9	-6.5	+7.7	-8.0
234.0	4.056	+13.5	-14.5	+5.8	-6.5	+7.7	-8.0
236.0	3.990	+13.5	-14.5	+5.8	-6.4	+7.7	-8.0
238.0	3.924	+13.6	-14.4	+5.9	-6.4	+7.7	-8.0
240.0	3.854	+13.6	-14.4	+5.9	-6.4	+7.7	-8.0
242.0	3.789	+13.6	-14.4	+5.9	-6.4	+7.7	-8.0
244.0	3.726	+13.6	-14.4	+5.9	-6.4	+7.7	-8.0
246.0	3.667	+13.6	-14.4	+5.9	-6.3	+7.8	-8.1
248.0	3.611	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
250.0	3.555	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
252.0	3.501	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
254.0	3.449	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
256.0	3.398	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
258.0	3.349	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
260.0	3.301	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
262.0	3.255	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
264.0	3.211	+13.6	-14.4	+5.8	-6.3	+7.8	-8.1
266.0	3.167	+13.7	-14.4	+5.8	-6.3	+7.9	-8.1
268.0	3.125	+13.7	-14.3	+5.8	-6.2	+7.9	-8.1
270.0	3.083	+13.7	-14.3	+5.8	-6.2	+7.9	-8.1
272.0	3.044	+13.7	-14.3	+5.8	-6.2	+7.9	-8.1
274.0	3.006	+13.7	-14.3	+5.8	-6.2	+7.9	-8.1
