mH_GeV 	H_bb 	    Err_Hi  Err_Lo  H_tautau    Err_Hi  Err_Lo  H_mumu      Err_Hi  Err_Lo  H_ccbar     Err_Hi  Err_Lo  H_ttbar     Err_Hi  Err_Lo
90.0 	8.10E-01	+1.6	-1.6 	8.33E-02	+7.0	-6.8 	2.89E-04	+7.3	-7.1 	4.10E-02	+12.1	-12.1 	0.00E+00	+0.0	-0.0
95.0 	8.02E-01	+1.7	-1.7 	8.32E-02	+6.9	-6.8 	2.89E-04	+7.3	-7.1 	4.05E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
100.0 	7.89E-01	+1.8	-1.8 	8.28E-02	+6.9	-6.7 	2.88E-04	+7.2	-7.0 	3.99E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
105.0 	7.71E-01	+1.9	-2.0 	8.17E-02	+6.8	-6.7 	2.84E-04	+7.1	-7.0 	3.90E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
110.0 	7.44E-01	+2.1	-2.2 	7.95E-02	+6.6	-6.5 	2.76E-04	+7.0	-6.8 	3.75E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
110.5 	7.40E-01	+2.1	-2.2 	7.91E-02	+6.6	-6.5 	2.75E-04	+6.9	-6.8 	3.74E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
111.0 	7.37E-01	+2.2	-2.2 	7.89E-02	+6.6	-6.5 	2.74E-04	+6.9	-6.8 	3.72E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
111.5 	7.33E-01	+2.2	-2.3 	7.86E-02	+6.6	-6.5 	2.72E-04	+6.9	-6.8 	3.70E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
112.0 	7.29E-01	+2.2	-2.3 	7.82E-02	+6.5	-6.4 	2.71E-04	+6.9	-6.7 	3.68E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
112.5 	7.25E-01	+2.3	-2.3 	7.79E-02	+6.5	-6.4 	2.70E-04	+6.8	-6.7 	3.66E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
113.0 	7.21E-01	+2.3	-2.4 	7.75E-02	+6.5	-6.4 	2.69E-04	+6.8	-6.7 	3.64E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
113.5 	7.17E-01	+2.3	-2.4 	7.71E-02	+6.5	-6.4 	2.67E-04	+6.8	-6.7 	3.62E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
114.0 	7.12E-01	+2.4	-2.4 	7.67E-02	+6.5	-6.3 	2.66E-04	+6.8	-6.7 	3.59E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
114.5 	7.08E-01	+2.4	-2.4 	7.63E-02	+6.4	-6.3 	2.64E-04	+6.8	-6.6 	3.57E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
115.0 	7.03E-01	+2.4	-2.5 	7.58E-02	+6.4	-6.3 	2.63E-04	+6.7	-6.6 	3.55E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
115.5 	6.98E-01	+2.4	-2.5 	7.54E-02	+6.4	-6.3 	2.61E-04	+6.7	-6.6 	3.52E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
116.0 	6.93E-01	+2.5	-2.5 	7.49E-02	+6.4	-6.2 	2.60E-04	+6.7	-6.6 	3.50E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
116.5 	6.88E-01	+2.5	-2.6 	7.44E-02	+6.3	-6.2 	2.58E-04	+6.6	-6.5 	3.48E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
117.0 	6.83E-01	+2.5	-2.6 	7.39E-02	+6.3	-6.2 	2.56E-04	+6.6	-6.5 	3.44E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
117.5 	6.77E-01	+2.6	-2.6 	7.33E-02	+6.3	-6.2 	2.54E-04	+6.6	-6.5 	3.42E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
118.0 	6.72E-01	+2.6	-2.7 	7.28E-02	+6.2	-6.1 	2.52E-04	+6.5	-6.4 	3.40E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
118.5 	6.66E-01	+2.6	-2.7 	7.22E-02	+6.2	-6.1 	2.50E-04	+6.5	-6.4 	3.37E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
119.0 	6.60E-01	+2.7	-2.8 	7.16E-02	+6.2	-6.1 	2.48E-04	+6.5	-6.4 	3.33E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
119.5 	6.54E-01	+2.7	-2.8 	7.10E-02	+6.2	-6.0 	2.46E-04	+6.4	-6.3 	3.31E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
120.0 	6.48E-01	+2.8	-2.8 	7.04E-02	+6.1	-6.0 	2.44E-04	+6.4	-6.3 	3.27E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
120.5 	6.41E-01	+2.8	-2.9 	6.97E-02	+6.1	-6.0 	2.42E-04	+6.4	-6.3 	3.24E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
121.0 	6.35E-01	+2.9	-2.9 	6.91E-02	+6.0	-5.9 	2.39E-04	+6.3	-6.2 	3.21E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
121.5 	6.28E-01	+2.9	-3.0 	6.84E-02	+6.0	-5.9 	2.37E-04	+6.3	-6.2 	3.17E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
122.0 	6.21E-01	+2.9	-3.0 	6.77E-02	+6.0	-5.9 	2.35E-04	+6.2	-6.1 	3.14E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
122.5 	6.14E-01	+3.0	-3.0 	6.70E-02	+5.9	-5.8 	2.33E-04	+6.2	-6.1 	3.10E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
123.0 	6.07E-01	+3.0	-3.1 	6.63E-02	+5.9	-5.8 	2.31E-04	+6.2	-6.0 	3.07E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
123.5 	6.00E-01	+3.1	-3.1 	6.56E-02	+5.8	-5.8 	2.28E-04	+6.1	-6.0 	3.03E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
124.0 	5.92E-01	+3.1	-3.2 	6.48E-02	+5.8	-5.7 	2.25E-04	+6.1	-6.0 	2.99E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
124.5 	5.84E-01	+3.2	-3.2 	6.39E-02	+5.8	-5.7 	2.22E-04	+6.0	-5.9 	2.95E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
125.0 	5.77E-01	+3.2	-3.3 	6.32E-02	+5.7	-5.7 	2.20E-04	+6.0	-5.9 	2.91E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
125.5 	5.69E-01	+3.3	-3.3 	6.24E-02	+5.7	-5.6 	2.17E-04	+6.0	-5.8 	2.87E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
126.0 	5.61E-01	+3.3	-3.4 	6.15E-02	+5.6	-5.6 	2.14E-04	+5.9	-5.8 	2.83E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
126.5 	5.53E-01	+3.4	-3.4 	6.08E-02	+5.6	-5.5 	2.11E-04	+5.9	-5.7 	2.79E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
127.0 	5.45E-01	+3.4	-3.5 	5.99E-02	+5.5	-5.5 	2.08E-04	+5.8	-5.7 	2.75E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
127.5 	5.37E-01	+3.5	-3.5 	5.90E-02	+5.5	-5.4 	2.05E-04	+5.8	-5.6 	2.71E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
128.0 	5.28E-01	+3.5	-3.6 	5.81E-02	+5.4	-5.4 	2.01E-04	+5.7	-5.6 	2.67E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
128.5 	5.19E-01	+3.6	-3.6 	5.72E-02	+5.4	-5.3 	1.98E-04	+5.7	-5.5 	2.63E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
129.0 	5.11E-01	+3.6	-3.7 	5.63E-02	+5.3	-5.3 	1.95E-04	+5.6	-5.5 	2.58E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
129.5 	5.02E-01	+3.7	-3.7 	5.54E-02	+5.3	-5.3 	1.92E-04	+5.6	-5.5 	2.54E-02	+12.2	-12.2 	0.00E+00	+0.0	-0.0
130.0 	4.94E-01	+3.7	-3.8 	5.45E-02	+5.3	-5.2 	1.90E-04	+5.5	-5.4 	2.49E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
130.5 	4.85E-01	+3.8	-3.8 	5.36E-02	+5.2	-5.2 	1.86E-04	+5.5	-5.4 	2.45E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
131.0 	4.76E-01	+3.8	-3.9 	5.26E-02	+5.2	-5.1 	1.82E-04	+5.4	-5.3 	2.41E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
131.5 	4.67E-01	+3.9	-3.9 	5.17E-02	+5.1	-5.1 	1.80E-04	+5.4	-5.3 	2.36E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
132.0 	4.58E-01	+3.9	-4.0 	5.07E-02	+5.1	-5.0 	1.77E-04	+5.3	-5.2 	2.32E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
132.5 	4.49E-01	+4.0	-4.0 	4.97E-02	+5.0	-5.0 	1.72E-04	+5.2	-5.2 	2.27E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
133.0 	4.40E-01	+4.0	-4.1 	4.88E-02	+5.0	-4.9 	1.69E-04	+5.2	-5.1 	2.23E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
133.5 	4.31E-01	+4.1	-4.2 	4.79E-02	+4.9	-4.9 	1.67E-04	+5.1	-5.1 	2.18E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
134.0 	4.22E-01	+4.1	-4.2 	4.68E-02	+4.8	-4.8 	1.63E-04	+5.1	-5.0 	2.13E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
134.5 	4.13E-01	+4.2	-4.3 	4.59E-02	+4.8	-4.8 	1.60E-04	+5.0	-5.0 	2.09E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
135.0 	4.04E-01	+4.2	-4.3 	4.49E-02	+4.8	-4.8 	1.55E-04	+5.0	-4.9 	2.04E-02	+12.2	-12.1 	0.00E+00	+0.0	-0.0
135.5 	3.95E-01	+4.2	-4.2 	4.39E-02	+4.6	-4.6 	1.52E-04	+4.8	-4.8 	2.00E-02	+11.9	-11.8 	0.00E+00	+0.0	-0.0
136.0 	3.86E-01	+4.1	-4.1 	4.29E-02	+4.5	-4.5 	1.49E-04	+4.7	-4.7 	1.95E-02	+11.6	-11.6 	0.00E+00	+0.0	-0.0
136.5 	3.77E-01	+4.0	-4.0 	4.20E-02	+4.4	-4.4 	1.45E-04	+4.6	-4.6 	1.91E-02	+11.4	-11.3 	0.00E+00	+0.0	-0.0
137.0 	3.68E-01	+3.9	-4.0 	4.10E-02	+4.3	-4.3 	1.42E-04	+4.5	-4.5 	1.86E-02	+11.1	-11.1 	0.00E+00	+0.0	-0.0
137.5 	3.59E-01	+3.8	-3.9 	4.00E-02	+4.2	-4.2 	1.39E-04	+4.3	-4.4 	1.81E-02	+10.8	-10.8 	0.00E+00	+0.0	-0.0
138.0 	3.50E-01	+3.7	-3.8 	3.91E-02	+4.1	-4.1 	1.35E-04	+4.2	-4.3 	1.77E-02	+10.6	-10.5 	0.00E+00	+0.0	-0.0
138.5 	3.41E-01	+3.7	-3.7 	3.81E-02	+3.9	-4.0 	1.32E-04	+4.1	-4.2 	1.73E-02	+10.3	-10.3 	0.00E+00	+0.0	-0.0
139.0 	3.32E-01	+3.6	-3.6 	3.71E-02	+3.8	-3.8 	1.29E-04	+4.0	-4.0 	1.68E-02	+10.0	-10.0 	0.00E+00	+0.0	-0.0
139.5 	3.23E-01	+3.5	-3.5 	3.62E-02	+3.7	-3.7 	1.25E-04	+3.8	-3.9 	1.63E-02	+9.8	-9.8 	0.00E+00	+0.0	-0.0
140.0 	3.15E-01	+3.4	-3.4 	3.52E-02	+3.6	-3.6 	1.22E-04	+3.7	-3.8 	1.58E-02	+9.5	-9.5 	0.00E+00	+0.0	-0.0
