mH_GeV  XS_pb         Err_Hi    Err_Lo Sca_Hi  Sca_Lo  Pdf_Hi  Pdf_Lo
90	 4.090	 4.3	 -4.6	 0.4	 -0.7	 3.9	 -3.9
95	 3.499	 4.4	 -4.5	 0.6	 -0.7	 3.8	 -3.8
100	 3.002	 4.5	 -4.3	 0.8	 -0.6	 3.7	 -3.7
105	 2.596	 4.1	 -4.0	 0.6	 -0.5	 3.5	 -3.5
110	 2.246	 4.1	 -4.6	 0.3	 -0.8	 3.8	 -3.8
115	 1.952	 4.5	 -4.0	 0.7	 -0.2	 3.8	 -3.8
120	 1.710	 4.4	 -4.1	 0.6	 -0.3	 3.8	 -3.8
125	 1.504	 4.1	 -4.4	 0.3	 -0.6	 3.8	 -3.8
130	 1.324	 3.8	 -3.7	 0.5	 -0.4	 3.3	 -3.3
135	 1.167	 3.5	 -3.4	 0.6	 -0.5	 2.9	 -2.9
140	 1.034	 3.3	 -3.8	 0.2	 -0.7	 3.1	 -3.1
145	 0.9200	 3.8	 -3.7	 0.5	 -0.4	 3.3	 -3.3
150	 0.8156	 3.0	 -3.3	 0.3	 -0.6	 2.7	 -2.7
155	 0.7255	 3.5	 -3.7	 0.4	 -0.6	 3.1	 -3.1
160	 0.6341	 3.3	 -3.6	 0.2	 -0.5	 3.1	 -3.1
165	 0.5850	 2.6	 -3.0	 0.2	 -0.6	 2.4	 -2.4
170	 0.5260	 3.1	 -3.5	 0.3	 -0.7	 2.8	 -2.8
175	 0.4763	 3.4	 -3.2	 0.5	 -0.3	 2.9	 -2.9
180	 0.4274	 3.2	 -3.4	 0.4	 -0.6	 2.8	 -2.8
185	 0.3963	 2.9	 -3.2	 0.4	 -0.7	 2.5	 -2.5
190	 0.3600	 3.0	 -3.4	 0.2	 -0.6	 2.8	 -2.8
195	 0.3291	 3.0	 -3.4	 0.3	 -0.7	 2.7	 -2.7
200	 0.3004	 3.4	 -3.5	 0.4	 -0.5	 3.0	 -3.0
210	 0.2526	 2.8	 -3.3	 0.2	 -0.7	 2.6	 -2.6
220	 0.2138	 3.4	 -3.3	 0.6	 -0.5	 2.8	 -2.8
230	 0.1826	 3.9	 -4.0	 0.4	 -0.5	 3.5	 -3.5
240	 0.1561	 3.7	 -3.8	 0.4	 -0.5	 3.3	 -3.3
250	 0.1343	 3.2	 -3.7	 0.2	 -0.7	 3.0	 -3.0
260	 0.1161	 3.0	 -3.5	 0.2	 -0.7	 2.8	 -2.8
270	 0.1009	 3.1	 -3.2	 0.5	 -0.6	 2.6	 -2.6
280	 0.08781	 3.4	 -3.6	 0.4	 -0.6	 3.0	 -3.0
290	 0.07714	 3.5	 -3.8	 0.3	 -0.6	 3.2	 -3.2
300	 0.06755	 3.9	 -3.8	 0.6	 -0.5	 3.3	 -3.3
