mH_GeV  XS_pb         Err_Hi    Err_Lo Sca_Hi  Sca_Lo  Pdf_Hi  Pdf_Lo
90	 2.245	 5.3	 -5.7	 1.3	 -1.7	 4.0	 -4.0
95	 1.941	 5.2	 -5.2	 1.6	 -1.6	 3.6	 -3.6
100	 1.683	 5.7	 -5.3	 1.9	 -1.5	 3.8	 -3.8
105	 1.468	 5.4	 -5.4	 1.7	 -1.7	 3.7	 -3.7
110	 1.283	 6.1	 -5.6	 2.1	 -1.6	 4.0	 -4.0
115	 1.130	 6.2	 -5.2	 2.5	 -1.5	 3.7	 -3.7
120	 0.9967	 6.0	 -5.4	 2.4	 -1.8	 3.6	 -3.6
125	 0.8830	 6.4	 -5.5	 2.7	 -1.8	 3.7	 -3.7
130	 0.7846	 6.3	 -5.2	 2.9	 -1.8	 3.4	 -3.4
135	 0.6981	 5.9	 -5.2	 2.9	 -2.2	 3.0	 -3.0
140	 0.6256	 5.8	 -5.2	 2.8	 -2.2	 3.0	 -3.0
145	 0.5601	 6.7	 -5.5	 3.3	 -2.1	 3.4	 -3.4
150	 0.5016	 6.0	 -4.7	 3.3	 -2.0	 2.7	 -2.7
155	 0.4513	 6.5	 -5.6	 3.3	 -2.4	 3.2	 -3.2
160	 0.3986	 6.6	 -5.5	 3.5	 -2.4	 3.1	 -3.1
165	 0.3705	 6.4	 -4.9	 3.8	 -2.3	 2.6	 -2.6
170	 0.3355	 6.5	 -5.4	 3.5	 -2.4	 3.0	 -3.0
175	 0.3044	 6.6	 -5.7	 3.5	 -2.6	 3.1	 -3.1
180	 0.2744	 6.7	 -5.8	 3.7	 -2.8	 3.0	 -3.0
185	 0.2524	 6.1	 -5.5	 3.5	 -2.9	 2.6	 -2.6
190	 0.2301	 6.5	 -5.9	 3.5	 -2.9	 3.0	 -3.0
195	 0.2112	 6.4	 -5.8	 3.5	 -2.9	 2.9	 -2.9
200	 0.1936	 6.7	 -6.1	 3.6	 -3.0	 3.1	 -3.1
210	 0.1628	 6.5	 -5.1	 3.9	 -2.5	 2.6	 -2.6
220	 0.1380	 6.3	 -5.6	 3.4	 -2.7	 2.9	 -2.9
230	 0.1173	 7.0	 -6.2	 3.4	 -2.6	 3.6	 -3.6
240	 0.09996	 6.5	 -5.9	 3.1	 -2.5	 3.4	 -3.4
250	 0.08540	 6.2	 -5.5	 3.0	 -2.3	 3.2	 -3.2
260	 0.07341	 6.1	 -5.2	 3.0	 -2.1	 3.1	 -3.1
270	 0.06325	 5.3	 -4.7	 2.5	 -1.9	 2.8	 -2.8
280	 0.05474	 5.7	 -5.0	 2.5	 -1.8	 3.2	 -3.2
290	 0.04769	 5.4	 -4.7	 2.2	 -1.5	 3.2	 -3.2
300	 0.04156	 5.6	 -5.2	 2.0	 -1.6	 3.6	 -3.6
