1	1	3	1	0	1.06	-1.44	3.00	1.07	-0.87	3.09	-85.205	-8.994
1	1	3	2	0	1.13	-1.93	3.05	0.68	-1.53	1.79	-85.205	-8.994
1	1	3	3	0	2.33	-1.46	1.65	1.55	-0.30	1.19	-85.205	-8.994
1	1	3	4	0	1.92	-0.17	1.45	1.91	-0.66	1.13	-85.205	-8.994
1	1	3	5	0	1.85	-0.11	1.07	1.27	1.18	0.56	-85.205	-8.994
1	1	3	6	0	2.22	-0.50	-0.52	1.32	-0.37	1.16	-85.205	-8.994
1	1	3	7	0	0.46	-1.01	-0.27	-0.63	-0.49	0.57	-85.205	-8.994
1	1	3	12	0	-0.30	0.70	0.20	-0.91	0.12	0.35	-85.205	-8.994
1	1	3	13	0	-0.56	0.23	0.72	0.27	0.47	0.24	-85.205	-8.994
1	1	3	14	0	-0.93	0.04	1.23	-1.13	-0.59	1.82	-85.205	-8.994
1	1	3	15	0	-1.26	1.66	1.60	-1.41	0.65	1.28	-85.205	-8.994
1	1	3	16	0	-0.49	-0.12	1.66	0.06	0.00	1.06	-85.205	-8.994
1	1	3	17	0	-1.74	-1.78	2.78	-0.63	-0.32	1.38	-85.205	-8.994
1	1	3	18	0	-1.78	-0.93	2.99	-1.51	-0.26	1.61	-85.205	-8.994
1	1	3	19	0	-1.63	-1.33	2.50	-1.58	0.46	1.54	-85.205	-8.994
1	1	3	20	0	-2.24	-1.20	3.34	-2.20	0.75	2.48	-85.205	-8.994
1	1	3	21	0	-1.79	-0.50	-3.22	-2.00	-0.38	-0.90	-85.205	-8.994
1	1	3	22	0	-1.12	0.68	-7.17	-1.01	-0.07	-0.22	-85.205	-8.994
1	1	3	23	0	-1.96	0.25	-3.72	-1.17	-1.02	0.54	-85.205	-8.994
1	1	3	24	0	-1.03	1.81	-3.90	-0.14	0.62	1.56	-85.205	-8.994
1	1	3	25	0	0.17	2.11	-7.80	-0.68	2.47	-1.79	-85.205	-8.994
1	1	3	26	0	-0.66	-0.08	-2.30	-0.92	0.52	-0.10	-85.205	-8.994
1	1	3	27	0	-0.27	-1.65	-1.03	0.83	-1.37	0.97	-85.205	-8.994
1	1	3	29	0	0.33	1.99	-7.88	0.38	2.11	-3.21	-85.205	-8.994
1	1	3	30	0	0.10	0.72	-9.43	-0.15	0.76	-3.34	-85.205	-8.994
1	1	3	31	0	0.98	2.34	-7.59	-0.79	1.28	-0.42	-85.205	-8.994
1	1	3	32	0	0.70	0.87	-5.93	-0.10	0.24	-0.78	-85.205	-8.994
1	1	3	33	0	-0.55	-0.85	-4.28	-0.12	-0.75	-0.41	-85.205	-8.994
1	1	3	34	0	1.15	0.12	2.45	1.31	-0.48	1.61	-85.205	-8.994
1	1	3	35	0	-0.02	-0.40	2.01	0.13	0.29	1.13	-85.205	-8.994
1	1	3	36	0	1.24	-0.89	3.31	1.17	-0.53	2.39	-85.205	-8.994
1	1	2	1	0	0.93	-0.13	1.38	-0.09	-0.16	1.11	-90.26	-8.994
1	1	2	2	0	0.95	-0.23	1.77	0.15	-0.57	1.17	-90.26	-8.994
1	1	2	3	0	0.43	-0.50	1.30	-0.44	-1.43	1.86	-90.26	-8.994
1	1	2	4	0	0.11	-0.56	0.86	-0.32	-1.50	1.25	-90.26	-8.994
1	1	2	8	0	0.90	-1.07	-0.17	0.03	-1.55	0.38	-90.26	-8.994
1	1	2	9	0	-0.26	-0.87	-0.03	1.33	-1.66	-0.09	-90.26	-8.994
1	1	2	10	0	1.64	1.78	0.44	0.55	0.65	0.78	-90.26	-8.994
1	1	2	11	0	0.98	-0.26	0.37	1.10	-0.74	0.50    -90.26  -8.994
1	1	2	12	0	-1.23	-0.80	-0.35	-0.39	-0.99	-0.03	-90.26	-8.994
1	1	2	13	0	-1.32	-0.68	-0.03	0.06	-0.55	0.47	-90.26	-8.994
1	1	2	14	0	-1.33	-2.20	-2.49	0.39	-2.41	0.02	-90.26	-8.994
1	1	2	15	0	-1.76	0.25	1.89	-0.22	1.73	2.39	-90.26	-8.994
1	1	2	16	0	-0.57	-3.16	1.68	1.12	-0.83	1.03	-90.26	-8.994
1	1	2	17	0	-0.55	-2.08	1.88	0.61	-0.71	0.91	-90.26	-8.994
